Gender,Chain,PaymentMethod,Occupation,Age,FamilySize,Income,PurchaseAmount
Female,Major B,Cash,Service,48,3,100,205.98
Male,Major E,Check,Owners,32,5,3700,205.87
Female,Other,Check,Owners,53,1,41500,205.81
Female,Major E,Cash,Other,37,1,7300,205.79
Female,Other,Cash,Military,56,4,20200,205.75
Female,Major D,StoreCard,Other,40,1,4100,205.53
Female,Major A,Cash,Service,70,2,24500,205.49
Female,Other,Cash,Sales,28,4,37400,205.49
Male,Other,Cash,Other,31,5,33400,205.46
Female,Regional D,StoreCard,Owners,36,2,400,205.29
Female,Regional D,StoreCard,Other,46,2,42600,204.92
Male,Major E,StoreCard,Owners,61,6,37500,204.89
Female,Regional D,Cash,Retired,30,1,32500,204.83
Female,Major A,Cash,Laborer,26,1,51400,204.74
Male,Major B,Check,Owners,68,5,24900,204.68
Female,Major A,Cash,Skilled,72,2,49900,204.65
Female,Major E,StoreCard,Owners,85,4,14700,204.62
Female,Regional D,DebitCard,Owners,49,2,56500,204.15
Male,Regional B,Check,Military,33,5,1000,204.1
Female,Major E,Cash,Professional,47,2,58500,204
Male,Other,StoreCard,Sales,31,4,53600,203.95
Male,Major B,Cash,Other,42,2,35000,203.89
Female,Other,Cash,Owners,47,4,26000,203.69
Female,Regional C,Check,Other,25,4,45800,203.56
Male,Other,Cash,Owners,47,4,31400,203.34
Male,Major A,Cash,Retired,71,3,15200,203.23
Female,Major E,Check,Owners,37,4,61200,203.09
Male,Major A,Cash,Retired,79,3,18800,203.03
Female,Other,Cash,Other,29,2,75400,202.89
Male,Regional C,Cash,Other,30,3,1800,202.82
Female,Major E,StoreCard,Sales,59,5,31000,202.8
Female,Regional C,StoreCard,Service,26,6,60200,202.79
Female,Major A,DebitCard,Other,23,7,51700,202.65
Female,Other,DebitCard,Other,38,5,74300,202.47
Female,Major A,Cash,Retired,60,2,53300,202.37
Female,Major E,StoreCard,Owners,24,3,41400,202.34
Female,Major A,DebitCard,Service,69,4,16100,202.27
Male,Major A,DebitCard,Owners,44,2,3400,202.27
Male,Minor B,Cash,Military,34,3,26300,202.16
Male,Major D,StoreCard,Owners,63,5,36400,202.01
Female,Major A,Cash,Retired,18,2,27300,201.97
Female,Regional C,Check,Sales,65,2,58600,201.61
Female,Regional D,DebitCard,Owners,75,3,100,201.49
Female,Major A,Cash,Owners,32,4,26700,201.45
Male,Major D,DebitCard,Service,81,6,22000,201.42
Female,Other,StoreCard,Professional,55,2,52600,201.41
Female,Major E,Cash,Owners,27,4,39500,201.28
Female,Major B,Cash,Owners,37,2,73000,201.28
Female,Major D,Check,Professional,21,2,26200,201.27
Male,Major B,StoreCard,Service,34,4,0,201.21
Female,Major D,Check,Owners,35,4,90400,201.09
Female,Major D,Check,Owners,61,4,54100,201.06
Female,Major A,Cash,Retired,50,1,65200,201.02
Female,Regional D,StoreCard,Owners,64,4,90000,200.97
Female,Regional B,Cash,Skilled,30,4,0,200.78
Male,Other,DebitCard,Service,37,2,41100,200.78
Female,Other,Cash,Other,51,5,1700,200.77
Female,Major D,Cash,Owners,49,3,49400,200.73
Male,Major B,Cash,Other,39,1,40500,200.72
Female,Major A,Cash,Professional,39,2,59600,200.63
Female,Major B,Check,Owners,34,1,69000,200.5
Male,Regional C,Cash,Professional,64,3,62800,200.39
Female,Major D,Check,Owners,68,4,29100,200.29
Female,Major E,Check,Professional,68,2,15200,200.13
Female,Major A,Cash,Other,28,2,4700,200.1
Female,Other,Cash,Other,75,1,35600,200.09
Female,Other,Check,Professional,24,6,27700,200.06
Male,Other,StoreCard,Owners,29,3,19200,199.89
Female,Other,Cash,Owners,47,3,47300,199.84
Female,Other,Cash,Other,39,1,45100,199.72
Male,Major A,Cash,Service,59,6,65200,199.71
Male,Major B,Cash,Clerical,28,4,0,199.7
Female,Major A,StoreCard,Professional,49,4,11950,199.56
Male,Regional D,Cash,Skilled,39,3,3400,199.5
Female,Major A,Cash,Retired,76,2,35700,199.27
Male,Major A,Cash,Other,37,2,62000,199.17
Female,Major D,DebitCard,Skilled,81,3,41900,199.16
Female,Major B,StoreCard,Skilled,30,1,41100,199.08
Female,Major D,Check,Professional,35,5,74300,199.04
Male,Major D,StoreCard,Skilled,69,3,55300,198.95
Female,Major D,DebitCard,Skilled,81,3,42300,198.89
Female,Minor E,Cash,Other,36,2,34700,198.79
Female,Other,Cash,Professional,72,3,17900,198.52
Male,Major B,StoreCard,Owners,59,2,16300,198.41
Male,Regional D,StoreCard,Owners,30,2,35000,198.19
Female,Major E,Cash,Professional,47,2,51400,198.15
Female,Major D,Cash,Skilled,68,4,10450,198.14
Female,Regional C,Check,Professional,67,3,24300,198.13
Male,Major B,StoreCard,Owners,71,2,32300,198.08
Female,Major D,Cash,Other,33,3,54000,198.03
Male,Major D,Check,Owners,38,4,83800,197.98
Female,Regional C,Check,Clerical,27,2,3600,197.93
Female,Major A,DebitCard,Service,43,4,53400,197.91
Female,Major B,StoreCard,Service,84,4,23000,197.66
Female,Other,Cash,Other,61,4,44800,197.61
Female,Regional D,StoreCard,Other,43,2,32100,197.57
Male,Major A,Cash,Service,40,5,1600,197.51
Female,Major B,StoreCard,Owners,61,6,39100,197.48
Female,Other,Cash,Other,54,6,87800,197.37
Female,Major A,DebitCard,Service,27,3,14200,196.79
Male,Major B,Check,Professional,20,4,6600,196.76
Female,Major E,Check,Other,27,2,70600,196.69
Female,Major E,StoreCard,Other,39,5,41000,196.61
Female,Major D,Cash,Other,81,2,76600,196.54
Female,Other,Cash,Other,24,1,7300,196.48
Female,Regional C,StoreCard,Owners,46,2,88300,196.45
Male,Major E,StoreCard,Retired,62,3,84100,196.43
Female,Major B,Check,Other,26,4,20500,196.39
Female,Other,Cash,Other,36,2,66600,196.33
Female,Major A,Check,Owners,49,4,89400,196.11
Male,Major B,Check,Owners,37,2,73800,196.08
Male,Other,Cash,Skilled,31,1,34800,196.02
Female,Major D,Check,Owners,66,2,53100,195.94
Female,Regional C,StoreCard,Owners,66,3,55900,195.76
Female,Major B,StoreCard,Other,38,1,5900,195.33
Female,Major D,StoreCard,Professional,39,4,51000,195.32
Female,Regional C,Cash,Skilled,33,2,59300,195.3
Female,Major B,StoreCard,Military,50,5,0,195.15
Male,Regional D,StoreCard,Service,27,5,28900,195.01
Female,Regional D,Check,Owners,31,2,87400,194.99
Female,Major B,StoreCard,Skilled,66,1,40300,194.96
Female,Regional C,StoreCard,Other,24,6,300,194.75
Female,Major A,Cash,Service,34,1,89700,194.64
Male,Minor C,Check,Professional,65,3,67000,194.64
Female,Major B,Cash,Other,53,2,51000,194.55
Male,Minor B,DebitCard,Professional,53,4,6800,194.55
Male,Major B,StoreCard,Skilled,65,6,38700,194.35
Male,Major B,Cash,Professional,47,2,13550,194.26
Female,Major B,Cash,Military,45,5,30200,194.24
Female,Other,Cash,Other,40,3,8750,194.18
Female,Regional D,StoreCard,Owners,28,4,45600,193.98
Female,Other,Cash,Other,35,5,0,193.88
Male,Regional B,Cash,Retired,45,3,9650,193.83
Female,Major B,StoreCard,Other,82,4,24200,193.73
Male,Major D,StoreCard,Service,37,2,43400,193.72
Female,Other,DebitCard,Skilled,31,7,26900,193.68
Male,Major A,Cash,Service,44,2,38000,193.67
Male,Major E,Cash,Service,34,5,76700,193.39
Male,Major A,DebitCard,Other,24,1,33000,193.37
Female,Regional D,StoreCard,Retired,53,1,0,193.21
Female,Major E,StoreCard,Owners,57,3,600,193.13
Female,Major B,Cash,Service,59,2,47800,192.99
Female,Major E,Cash,Laborer,37,5,27500,192.83
Male,Major D,StoreCard,Skilled,43,2,21700,192.72
Female,Major B,Cash,Skilled,29,4,13050,192.67
Male,Major B,StoreCard,Other,51,3,2900,192.61
Female,Major B,Cash,Owners,72,4,64100,192.54
Female,Regional B,StoreCard,Owners,53,4,18800,192.52
Male,Major B,Check,Professional,29,3,17900,192.45
Female,Major A,Cash,Skilled,33,3,56200,192.42
Male,Major E,StoreCard,Other,82,5,29600,192.41
Male,Other,Cash,Retired,40,2,20200,192.28
Male,Major E,Check,Professional,72,2,33200,192.17
Male,Major A,Cash,Other,61,1,64900,192.13
Male,Other,StoreCard,Skilled,50,6,43000,191.87
Male,Major A,DebitCard,Other,24,2,28300,191.65
Female,Major D,Other,Other,78,2,45800,191.64
Female,Regional C,DebitCard,Professional,23,5,4500,191.63
Female,Major A,DebitCard,Service,27,3,14000,191.63
Female,Regional B,Cash,Retired,71,2,3850,191.6
Female,Regional C,Check,Sales,43,5,3300,191.45
Female,Other,Check,Professional,62,4,43600,191.35
Female,Other,Cash,Skilled,33,2,0,191.23
Male,Other,Cash,Farm,43,6,1100,191.23
Female,Major B,StoreCard,Owners,50,2,28000,191.21
Male,Regional D,Cash,Military,63,4,51000,190.98
Male,Major A,Check,Retired,73,3,25500,190.93
Female,Major A,DebitCard,Sales,31,5,56300,190.88
Male,Major D,StoreCard,Sales,51,2,85800,190.81
Female,Other,Cash,Other,52,1,72200,190.79
Male,Other,Cash,Skilled,34,5,86900,190.78
Male,Regional C,Check,Professional,70,4,47100,190.7
Female,Major A,Cash,Skilled,34,4,33300,190.37
Male,Major A,Cash,Retired,73,2,51700,190.24
Female,Major D,StoreCard,Service,39,3,23500,190.14
Female,Major B,Cash,Other,40,3,11550,190.06
Female,Major D,Cash,Skilled,27,2,36800,190.06
Male,Other,Check,Retired,58,2,36500,190.03
Male,Major B,Check,Sales,49,2,400,189.64
Female,Regional C,StoreCard,Other,46,2,85300,189.6
Female,Regional D,StoreCard,Other,46,3,58000,189.57
Male,Regional D,Check,Military,22,3,37300,189.45
Female,Major B,StoreCard,Other,54,1,70800,189.41
Female,Major A,Cash,Professional,40,2,32200,189.4
Female,Major D,Cash,Owners,61,4,14350,189.39
Female,Regional B,Cash,Clerical,23,1,14800,189.37
Male,Major B,StoreCard,Other,57,1,89500,189.26
Female,Major B,Cash,Retired,32,2,18700,189.18
Female,Major B,Check,Professional,53,2,13950,188.89
Female,Major B,StoreCard,Professional,35,6,12150,188.76
Female,Other,StoreCard,Professional,32,2,0,188.75
Male,Major A,Cash,Clerical,28,4,0,188.62
Female,Regional A,StoreCard,Retired,21,1,13250,188.11
Female,Major B,StoreCard,Owners,45,3,72500,187.99
Male,Major B,Check,Retired,27,2,47700,187.94
Female,Major B,StoreCard,Skilled,31,2,14100,187.84
Female,Major D,Check,Owners,61,2,54400,187.76
Male,Major A,Cash,Other,22,3,18650,187.74
Male,Other,Cash,Retired,21,7,38900,187.73
Female,Other,Cash,Other,23,7,34100,187.71
Male,Other,Cash,Retired,77,2,27200,187.62
Male,Major D,Check,Owners,27,5,69600,187.47
Female,Major A,Check,Retired,47,2,24400,187.21
Male,Major A,DebitCard,Other,43,3,69500,187.13
Male,Regional C,StoreCard,Other,46,2,12750,187.12
Male,Other,Cash,Other,54,1,69800,187.11
Female,Regional B,Check,Owners,58,5,57100,186.8
Female,Major E,StoreCard,Service,44,3,62400,186.76
Male,Major A,Cash,Skilled,61,4,23900,186.68
Female,Regional C,Cash,Other,59,4,56300,186.58
Female,Major B,Cash,Other,46,1,0,186.54
Female,Major A,DebitCard,Skilled,50,2,43400,186.48
Female,Major B,Cash,Other,54,1,63300,186.47
Male,Major D,Check,Skilled,30,1,18500,186.44
Male,Major B,Cash,Service,32,2,41300,186.34
Female,Major B,Cash,Other,38,1,400,185.98
Female,Major B,StoreCard,Skilled,64,3,29700,185.93
Male,Major E,StoreCard,Professional,63,2,26800,185.92
Male,Major D,Check,Other,39,1,3200,185.71
Female,Major A,DebitCard,Owners,49,2,57300,185.68
Male,Regional D,Check,Other,31,3,58300,185.63
Male,Major B,Cash,Service,28,1,46700,185.54
Male,Major B,Cash,Retired,38,1,2200,185.5
Female,Major A,Cash,Other,73,1,23000,185.4
Female,Major B,StoreCard,Owners,32,4,63900,185.4
Female,Major D,Check,Professional,49,4,66900,185.35
Male,Major B,StoreCard,Professional,68,2,19000,185.31
Female,Major B,StoreCard,Skilled,25,2,28200,185.2
Male,Major B,Check,Owners,52,2,28700,185.09
Female,Regional D,Check,Military,53,2,1300,184.95
Female,Major B,StoreCard,Professional,39,2,34100,184.86
Female,Major B,Cash,Farm,67,6,71400,184.5
Female,Regional A,Check,Retired,62,2,31000,184.38
Female,Regional A,Check,Professional,28,1,27900,184.34
Male,Major E,Cash,Retired,79,2,13850,183.96
Female,Other,Cash,Other,57,1,22800,183.95
Female,Major A,Check,Owners,43,5,85200,183.94
Female,Major B,StoreCard,Skilled,23,5,45700,183.87
Male,Major A,Check,Retired,65,3,39100,183.76
Female,Major B,StoreCard,Other,46,2,50800,183.65
Male,Regional B,Cash,Retired,45,3,15350,183.65
Female,Regional D,Check,Professional,67,3,25500,183.6
Male,Major E,DebitCard,Skilled,74,3,22100,183.55
Female,Major B,Check,Retired,50,2,2100,183.5
Female,Major B,StoreCard,Other,35,3,83000,183.2
Female,Regional C,StoreCard,Professional,42,3,73700,182.82
Male,Major B,StoreCard,Sales,53,2,52500,182.6
Male,Major D,StoreCard,Sales,72,2,23400,182.58
Male,Major E,DebitCard,Owners,66,4,24500,182.57
Female,Minor B,Check,Owners,68,3,66100,182.26
Male,Major E,StoreCard,Owners,85,4,22200,182.26
Male,Major B,StoreCard,Service,24,4,31000,182.26
Female,Major E,Cash,Service,31,5,73400,182.08
Female,Major B,Cash,Other,44,1,44100,181.96
Female,Major A,DebitCard,Service,38,6,68000,181.81
Male,Regional B,Check,Owners,58,5,58100,181.64
Male,Major B,StoreCard,Skilled,52,4,41300,181.26
Male,Major B,StoreCard,Owners,82,4,29900,181.13
Female,Regional B,StoreCard,Owners,45,4,83700,181.01
Female,Regional D,StoreCard,Skilled,38,5,67300,180.95
Male,Major B,StoreCard,Owners,30,2,35400,180.83
Female,Regional D,StoreCard,Other,26,1,18400,180.61
Female,Major A,DebitCard,Retired,28,3,31400,180.57
Male,Major B,Cash,Professional,78,2,8100,180.56
Male,Regional C,StoreCard,Professional,68,2,24200,180.49
Female,Major A,DebitCard,Owners,30,5,2000,180.48
Female,Regional C,StoreCard,Owners,76,2,10650,180.34
Female,Other,Cash,Retired,28,3,4800,180.3
Female,Major D,Cash,Other,27,1,17050,180.22
Male,Regional C,StoreCard,Retired,62,2,91100,180.05
Male,Major D,StoreCard,Owners,41,3,29100,180.04
Female,Major E,StoreCard,Retired,28,1,12550,179.83
Female,Regional B,StoreCard,Owners,21,2,7900,179.73
Female,Major A,Cash,Farm,49,2,91500,179.68
Female,Regional D,StoreCard,Professional,56,4,38700,179.64
Female,Regional A,Check,Retired,45,3,49900,179.38
Male,Major D,StoreCard,Professional,26,4,54500,179.32
Female,Major B,Cash,Owners,36,3,7200,179.31
Female,Major D,Check,Skilled,69,6,33300,179.19
Male,Major A,Cash,Retired,25,2,89400,179.13
Male,Major A,Cash,Retired,79,2,34800,179.1
Male,Regional B,Check,Other,60,2,36000,179.05
Female,Regional D,StoreCard,Professional,64,5,18000,178.92
Female,Major B,StoreCard,Clerical,71,4,62200,178.7
Female,Other,DebitCard,Skilled,47,4,800,178.65
Female,Major D,Cash,Other,35,2,63800,178.64
Female,Regional D,Cash,Professional,29,2,48000,178.47
Female,Other,Cash,Retired,75,2,25800,178.35
Male,Major D,Check,Other,63,2,60800,178.35
Female,Major E,StoreCard,Professional,51,3,29700,178.29
Male,Major B,Check,Other,62,1,35500,178.29
Male,Major D,DebitCard,Other,39,3,21500,178.14
Female,Major B,StoreCard,Other,28,1,29900,178.06
Female,Major D,Check,Other,45,1,13000,177.95
Male,Regional D,StoreCard,Retired,64,2,30500,177.9
Male,Major D,Check,Sales,67,4,37900,177.86
Female,Minor B,Check,Retired,37,2,42800,177.75
Male,Major A,Cash,Professional,67,2,36300,177.74
Male,Other,Cash,Military,36,5,36800,177.67
Female,Major A,Check,Professional,71,2,21800,177.38
Female,Major D,Check,Professional,43,5,84700,177.27
Male,Major B,StoreCard,Owners,72,2,83600,177.19
Male,Major E,StoreCard,Skilled,66,4,54900,177.13
Female,Major A,DebitCard,Skilled,26,1,59300,177.1
Female,Major E,StoreCard,Professional,84,3,10250,176.93
Female,Major B,StoreCard,Owners,45,2,53300,176.88
Male,Major D,Check,Owners,40,4,24600,176.78
Male,Other,Cash,Other,40,5,92300,176.74
Female,Major B,Cash,Retired,32,2,17600,176.58
Male,Major A,Cash,Skilled,59,3,64900,176.58
Female,Major B,StoreCard,Other,22,3,34600,176.39
Male,Regional B,Cash,Owners,77,5,44700,176.04
Male,Major A,DebitCard,Clerical,26,2,7300,175.99
Male,Major B,Check,Other,52,2,11650,175.91
Female,Major A,Cash,Owners,50,3,63000,175.89
Female,Regional A,Cash,Retired,60,2,25000,175.82
Male,Major A,Cash,Skilled,69,5,45600,175.71
Female,Regional D,Cash,Other,32,1,55200,175.6
Male,Regional C,Check,Professional,58,3,1200,175.6
Female,Regional B,Cash,Retired,36,4,3200,175.58
Male,Major E,StoreCard,Other,59,3,9400,175.53
Male,Major A,Cash,Professional,62,4,52600,175.51
Female,Regional A,Check,Professional,49,4,60300,175.39
Male,Other,Cash,Skilled,41,3,1100,175.39
Male,Major A,DebitCard,Skilled,84,4,22000,175.38
Female,Major D,Check,Service,56,5,25600,175.37
Male,Other,Check,Owners,34,1,64600,175.33
Female,Minor B,Check,Professional,53,4,9400,175.3
Female,Regional D,StoreCard,Other,75,4,8450,175.07
Female,Regional D,Other,Other,32,1,42100,175.04
Male,Other,Cash,Owners,53,4,4900,174.98
Female,Major A,DebitCard,Retired,28,3,29800,174.85
Male,Other,Cash,Professional,28,6,29700,174.77
Female,Other,DebitCard,Other,42,1,76100,174.61
Female,Major D,Check,Professional,49,4,61100,174.59
Female,Major B,Cash,Farm,24,3,5650,174.55
Female,Major A,DebitCard,Other,61,5,65400,174.51
Female,Regional D,Check,Sales,70,2,7250,174.47
Female,Regional C,Check,Sales,50,2,38100,174.39
Female,Regional D,StoreCard,Other,78,1,20900,174.37
Female,Major B,StoreCard,Other,22,3,35300,174.3
Male,Major D,Check,Other,66,1,55800,174.11
Male,Major B,Check,Professional,74,2,25700,173.93
Female,Major D,Check,Owners,35,2,37800,173.92
Female,Major D,Check,Skilled,31,4,71600,173.66
Female,Regional A,StoreCard,Retired,45,3,24900,173.61
Female,Major B,Check,Owners,31,2,9850,173.55
Female,Major B,StoreCard,Retired,78,2,5000,173.4
Female,Major E,StoreCard,Owners,31,5,68200,173.38
Female,Major A,Cash,Service,52,4,21900,173.35
Female,Regional A,Check,Other,31,3,68800,173.25
Female,Other,Cash,Owners,28,5,69300,173.22
Female,Major D,Cash,Skilled,50,6,84800,173.07
Male,Regional C,DebitCard,Other,43,5,82800,172.91
Female,Major B,Check,Skilled,69,2,36700,172.87
Male,Regional C,Cash,Professional,49,2,64600,172.83
Female,Major E,StoreCard,Owners,28,3,43800,172.77
Male,Regional C,StoreCard,Sales,67,4,11050,172.67
Male,Major E,StoreCard,Retired,46,2,47000,172.6
Female,Major E,Cash,Other,25,1,31100,172.56
Female,Regional B,Check,Military,25,6,46500,172.44
Male,Other,Cash,Other,61,3,37200,172.4
Male,Major B,StoreCard,Clerical,58,4,0,172.34
Female,Regional D,StoreCard,Service,27,3,6000,172.33
Female,Major B,Cash,Other,79,3,21600,172.31
Female,Major B,StoreCard,Service,39,2,86500,171.9
Male,Major B,StoreCard,Skilled,59,5,61000,171.84
Male,Major B,StoreCard,Professional,51,6,52300,171.72
Female,Major B,StoreCard,Sales,49,4,30600,171.7
Male,Other,DebitCard,Retired,55,2,56300,171.58
Male,Major A,DebitCard,Owners,43,4,41600,171.5
Female,Other,Cash,Other,74,2,19900,171.44
Male,Major B,StoreCard,Other,55,1,14100,171.19
Female,Other,Check,Retired,29,2,17350,171.08
Female,Major D,Check,Other,54,3,56500,170.89
Male,Major D,StoreCard,Owners,82,3,22100,170.87
Male,Regional D,StoreCard,Skilled,38,5,62300,170.87
Female,Major D,StoreCard,Retired,45,3,46000,170.76
Male,Major D,StoreCard,Professional,43,5,64600,170.71
Male,Major D,StoreCard,Owners,61,4,41000,170.68
Male,Major B,StoreCard,Owners,43,2,51600,170.64
Female,Other,Cash,Owners,31,3,57700,170.51
Female,Major A,DebitCard,Clerical,26,2,14050,170.42
Male,Major A,Cash,Retired,28,1,5650,170.42
Female,Other,StoreCard,Professional,37,2,14400,170.41
Female,Major B,Check,Owners,45,3,75100,170.41
Male,Major B,StoreCard,Other,37,1,52100,170.23
Female,Major B,StoreCard,Skilled,29,4,0,170.22
Male,Major D,Check,Skilled,88,4,7950,170.19
Female,Other,Check,Clerical,35,1,53500,170.04
Male,Regional C,StoreCard,Retired,49,2,17400,169.79
Male,Other,Cash,Skilled,47,4,51800,169.78
Female,Major E,Check,Owners,28,2,32300,169.73
Female,Major E,Check,Professional,68,3,17900,169.51
Female,Major A,Cash,Professional,39,5,18450,169.38
Male,Major B,StoreCard,Other,62,1,43100,169.29
Male,Major A,DebitCard,Owners,61,4,27100,169.06
Female,Other,Cash,Skilled,55,2,75400,168.94
Female,Regional D,StoreCard,Other,78,1,19000,168.9
Female,Major D,DebitCard,Owners,26,4,26200,168.88
Female,Regional B,Check,Other,47,1,43900,168.81
Female,Regional D,StoreCard,Other,44,1,32000,168.64
Male,Regional C,Check,Sales,38,2,28800,168.61
Male,Major A,Cash,Owners,30,2,47300,168.35
Female,Major A,Cash,Retired,32,1,6850,168.25
